"title","conference_name","url"
"Exploring Mondrian Compositions in Three-Dimensional Space","Leonardo - Volume 53 Issue 1",NULL
"Algorithmic bias in anthropomorphic artificial intelligence: Critical perspectives through the practice of women media artists and designers","Technoetic Arts 21.2",NULL
"Re-enacting/mediating/activating: Towards a collaborative feminist approach to research-creation","Technoetic Arts 21.2",NULL
"Suzanne Ciani: The diva of the diode","Technoetic Arts 21.2",NULL
"Taboo in world cinema: Female protagonists within incestuous relationships","Technoetic Arts 21.2",NULL
"Reinterpreting the pretty picture: A speculative aesthetics of microscopy","Technoetic Arts 21.2",NULL
"BioDwelling: A participatory approach to living with living material","Technoetic Arts 21.2",NULL
"Anarchiving the Anthropocene: Waste and relationality","Technoetic Arts 21.2",NULL
"Cryptic insect soundscapes: Ecological sound art as a prompt for auralization","Technoetic Arts 21.2",NULL
"Paradox, cybernetics and infinite poetry","Technoetic Arts 22.1",NULL
"The Last Recreational Land VR experience: A non-naturalistic artistic visualization practice with emerging technologies","Technoetic Arts 21.1",NULL
"A neuroarchitectural perspective to immersive architectural environments","Technoetic Arts 21.1",NULL
"Applying machine learning methods to quantify emotional experience in installation art","Technoetic Arts 21.1",NULL
"Beyond markets: The DADA case for NFTs in art","Technoetic Arts 21.1",NULL
"More than human: Analysing Edward Weyland as a post-human self-humanizing vehicle in Suzy McKee Charnas’s The Vampire Tapestry","Technoetic Arts 21.1",NULL
"Disability and silver screening: Comparative analyses of Deaf Culture in Sound of Metal and CODA","Technoetic Arts 21.1",NULL
"‘Shadowy objects in test tubes’: A biopolitical critique of Kazuo Ishiguro’s Never Let Me Go","Technoetic Arts 21.1",NULL
"Disgusting desire: The Windup Girl as both object of desire and abject body","Technoetic Arts 21.1",NULL
"Negotiating patriarchal hegemony: Female agency in Christina Dalcher’s Vox","Technoetic Arts 21.1",NULL
"Re-conceptualizing the villain: Todd Phillips’s Joker through the lens of Vedic hermeneutics","Technoetic Arts 21.1",NULL
"Inflecting the house: Upside down and ungrounded between walls, windows, mirrors and screens","Technoetic Arts 20.3",NULL
"Everyday life and spatial transformation: The construction of a community’s interiority in the void deck","Technoetic Arts 20.3",NULL
"Practising collectivity: Performing public space in everyday China","Technoetic Arts 20.3",NULL
"Smart cities, connected cars and autonomous vehicles: Design fiction and visions of smarter future urban mobility","Technoetic Arts 20.3",NULL
"Subjectivity in flux: Contextualizing Don DeLillo’s White Noise","Technoetic Arts 20.3",NULL
"Towards a new aesthetic: Noumenism and Noumenist poetics","Technoetic Arts 20.3",NULL
"Confined with a coyote: The question of the face BORD®","Technoetic Arts 20.3",NULL
"Being otherwise: On the possibility of a non-dualistic approach in feminist phenomenology","Technoetic Arts 20.1-2",NULL
"In favour of a hedonist post-pandemic culture: Embodying new technologies and old rituals","Technoetic Arts 20.1-2",NULL
"On the edges of consciousnesses: Messaging between species","Technoetic Arts 20.1-2",NULL
"Why cyborgs necessarily feel","Technoetic Arts 20.1-2",NULL
"Lévinas’s débâcle: Looking for the face(s) of the human in the twenty-first century","Technoetic Arts 20.1-2",NULL
"The human being as an engineering problem: Post-biological evolution, transhumanism and philosophical anthropology","Technoetic Arts 20.1-2",NULL
"Vulnerability as a queer art","Technoetic Arts 20.1-2",NULL
"‘Welcome to the Neganthropocene’: Artistic practices of healing the Anthropocene in Matterlurgy’s Air Morphologies","Technoetic Arts 20.1-2",NULL
"On gods, pixies and humans: Biohacking and the genetic imaginary","Technoetic Arts 20.1-2",NULL
"Contamination as collaboration: Being-with in the time of the COVID-19 pandemic","Technoetic Arts 20.1-2",NULL
"Creative collaboration within heterogeneous human/intelligent agent teams","Technoetic Arts 19.3",NULL
"Material mind: Gum on walls, drifting stones and other acts of community sculpture","Technoetic Arts 19.3",NULL
"Pulse: Entanglements of air and light in pandemic academia","Technoetic Arts 19.3",NULL
"What happened to the subject? Mediated anticipation in neural painting","Technoetic Arts 19.3",NULL
"‘A Sexual Series’","Technoetic Arts 19.3",NULL
"Between reality and non-reality","Technoetic Arts 19.3",NULL
"Blockchain technology, foundations, protocols and aesthetic considerations","Technoetic Arts 19.3",NULL
"Aura & Transvestment","Technoetic Arts 19.3",NULL
"Unruly objects: NFTs, blockchain technologies and bio-conservation","Technoetic Arts 19.3",NULL
"Nest-works","Technoetic Arts 19.3",NULL
"Mockingbirds: Modelling attention, memory and the texture of repair","Technoetic Arts 19.3",NULL
"Data incarnations: Nesting complex inherited and learned behaviours","Technoetic Arts 19.3",NULL
"Leading by design: The synergy of second-order cybernetics and transformative leadership","Technoetic Arts 19.1-2",NULL
"Cybernetic exchanges in online events: Seven types of conversation in the ASC2020 Global Conversation","Technoetic Arts 19.1-2",NULL
"Rethinking cybernetics with a transfunctional approach to structure and organization","Technoetic Arts 19.1-2",NULL
"Integrating parallel conversations in an institutionalized society: Experiments with Team Syntegrity online","Technoetic Arts 19.1-2",NULL
"From network to lacework: A new imaginary for global conversation","Technoetic Arts 19.1-2",NULL
"Garbo and cenacoli of Italian design in the 1960s: A second-order approach to innovation","Technoetic Arts 19.1-2",NULL
"Elliptical conversation: Alchemy and cybernetics","Technoetic Arts 19.1-2",NULL
"Cybernetics as disciplinary cross-pollination: Anthropology by data science","Technoetic Arts 19.1-2",NULL
"Reflections on reflexivity","Technoetic Arts 19.1-2",NULL
"Cybernetics, design and regenerative economics","Technoetic Arts 19.1-2",NULL
"Death risk: Lack of movement: The ignored pandemic of digitalization escalates the COVID-19 crisis","Technoetic Arts 19.1-2",NULL
"A systemic view on sustainable consumption","Technoetic Arts 19.1-2",NULL
"Like real friends do: Communicating on social media with Sophia the robot","Technoetic Arts 19.1-2",NULL
"Deconstructing the isolated astronaut-artist paradigm","Technoetic Arts 19.1-2",NULL
"The edge of life-as-we-know-it: Aesthetics of decay within artificial life and art","Technoetic Arts 19.1-2",NULL
"Entangled Speech: Semiotic sympoiesis for the posthuman commons","Technoetic Arts 19.1-2",NULL
"Reconsidering the Substance of Digital Video from a Sadrian Perspective","Leonardo - Volume 53 Issue 1",NULL
"The Aesthetics of X-Junctions: Cognitive Constraints in the Art of Continuous-Line Caricature","Leonardo - Volume 53 Issue 1",NULL
"The Art of a Life Adapting: Drawing and Healing","Leonardo - Volume 53 Issue 1",NULL
"[C G A T] Epita Matrix Genetics: Toward a Visualization of Genetic Codes via “Genetic Music”","Leonardo - Volume 53 Issue 1",NULL
"Light Dance","Leonardo - Volume 53 Issue 1",NULL
"on the reconstruction of landscape","Leonardo - Volume 53 Issue 1",NULL
"Art as Invention: Sherban Epuré in Memoriam","Leonardo - Volume 53 Issue 1",NULL
"Demonological re-enchantments: Or how to contaminate through intimate stories of commons without consensus","Technoetic Arts 18.2-3",NULL
"Notes for a manifesto: Singular creatures/grafts and soil","Technoetic Arts 18.2-3",NULL
"Junk art: The art that needs to be understood – Autoethnographic perspective","Technoetic Arts 18.2-3",NULL
"A brief constellation towards a ruderal futurism","Technoetic Arts 18.2-3",NULL
"Algae Mask: Multidisciplinary exploration on material speculation","Technoetic Arts 18.2-3",NULL
"More-than-human world? A posthumanist critique of anthropocentrism in the art of Olga Tokarczuk and Patricia Piccinini","Technoetic Arts 18.2-3",NULL
"Co-composition and de-composition: Biological agency as a compositional tool","Technoetic Arts 18.2-3",NULL
"Science at the Club: Putrefaction as an artistic medium","Technoetic Arts 18.2-3",NULL
"Creating sex/gender ecologies: Quimera Rosa’s Trans*Plant","Technoetic Arts 18.2-3",NULL
"Offering the Body: Performing proximity in the use of cellular material","Technoetic Arts 18.2-3",NULL
"Mooncalf: ‘Unclean meat’","Technoetic Arts 18.2-3",NULL
"Rendering life: Transgressive affinities between bio art and generative art","Technoetic Arts 18.2-3",NULL
"Aesthetics and the semblance of the real in terroristic gameplay","Technoetic Arts 18.2-3",NULL
"Taboo and capitalism: Of incest, YouTube and profanation in contemporary capitalism","Technoetic Arts 18.2-3",NULL
"The gendered AI in Her (2013): Sound, synchresis and disconnection in filmic representations","Technoetic Arts 18.2-3",NULL
"Somatic poetics","Technoetic Arts 18.2-3",NULL
"Body shopping: Challenging convention in the donation and use of bodily materials through art practice","Technoetic Arts 18.2-3",NULL
"The O in NIME: Reflecting on the Importance of Reusing and Repurposing Old Musical Instruments","NIME 2023",NULL
"Winter Reflections: Living inside Infinite Hope","Leonardo - Volume 57 Issue 1",NULL
"Luminous skins: Costume as a Central Element of a Swarm-Based Scenography","Leonardo - Volume 57 Issue 1",NULL
"Piece of Mind: Presenting the Lived Experience and Scientific Research of Parkinson’s Disease through an Artistic Lens","Leonardo - Volume 57 Issue 1",NULL
"Designing a Long-Structure NFT Generative Art Project: Catharsis As a Case Study","Leonardo - Volume 57 Issue 1",NULL
"Cartography of Touch: Transformation of Touch through Anatomical Projections","Leonardo - Volume 57 Issue 1",NULL
"Transdisciplinarity, Composition, Expression: Reflections on a Spherical Way of Thinking","Leonardo - Volume 57 Issue 1",NULL
"The Belitung Shipwreck in Virtual Reality: Exploring the Narrative Framework of Digital Cultural Heritage","Leonardo - Volume 57 Issue 1",NULL
"A Lesson with Francis Bacon Forced Me to See Outside the Software Box","Leonardo - Volume 57 Issue 1",NULL
"One Never Knows","Leonardo - Volume 57 Issue 1",NULL
"Mapping Cultural Flows through Contemporary Art in Translation: The Translation(s) Project","Leonardo - Volume 57 Issue 1",NULL
"An Eye-Tracking Study on Viewer Compliance with the Gestalt Closure Principle: Analyzing the Impact of Gap Size and the Golden Ratio","Leonardo - Volume 57 Issue 1",NULL
"Soundscapes of a Century: The Art and Transmission of Irish Broadcasting’s 100-Year Milestone","Leonardo - Volume 57 Issue 1",NULL
"RE:SOURCE—Media Art Histories, Venice 2023","Leonardo - Volume 57 Issue 3",NULL
"When the Computer Entered the Music Scene: The Collaboration between the Centro di Sonologia Computazionale and La Biennale di Venezia","Leonardo - Volume 57 Issue 1",NULL
"The *.* Group’s Contribution to the Development of Technological Art in Brazil","Leonardo - Volume 57 Issue 1",NULL
"Hollis Frampton: Navigating the Infinite Cinema","Leonardo - Volume 57 Issue 1",NULL
"Art as Inquiry: Theoretical Perspectives on Research in Art and Science","Leonardo - Volume 57 Issue 1",NULL
"From Data Doubles to Data Demons: Reflections on a CripTech Collaboration","Leonardo - Volume 57 Issue 2",NULL
"Dandelion Rebellion: Creating Crip Natures","Leonardo - Volume 57 Issue 2",NULL
"Plus Noise Unlock","Leonardo - Volume 57 Issue 2",NULL
"Between Piano and Forte: Hearing with Aids","Leonardo - Volume 57 Issue 2",NULL
"How Can It Not Know What It Is?: Remembering Disability as Part of the Whole","Leonardo - Volume 57 Issue 2",NULL
"Unseen Sound: One Step into the Blind Future (Academic Access Version)","Leonardo - Volume 57 Issue 2",NULL
"Crip-Techno-Tinkerism: A Neurodivergent Learning Style Meets Machine Learning","Leonardo - Volume 57 Issue 2",NULL
"Primitive Way Country Come Look Inside","Leonardo - Volume 57 Issue 2",NULL
"Staring Back: Hacking Intersectional Oppression through Eco-Crip: Cybotanical Futures","Leonardo - Volume 57 Issue 2",NULL
"Remote Access: Crip Nightlife, Artistry, and Technoscience","Leonardo - Volume 57 Issue 2",NULL
"Aimi Hamraie – Aesthetic In-Access: Notes from the CripTech Metaverse Lab","Leonardo - Volume 57 Issue 2",NULL
"Assemblage Robotic Plants: Individualizations of Many Orders of Magnitude","Leonardo - Volume 57 Issue 5",NULL
"The Algorithmic Pedestal: A Practice-Based Study of Algorithmic and Artistic Curation","Leonardo - Volume 57 Issue 5",NULL
"Sculptural Hybridization: Combining Digital Parametric Modeling and Manufacturing with Traditional Handcrafting Techniques","Leonardo - Volume 57 Issue 5",NULL
"Nested Cinema: An Immersive Fiction-Film Experience","Leonardo - Volume 57 Issue 5",NULL
"Proof-of-Stake Non-Fungible Tokens, the Distributed Autonomous Organization, and the Valuation of Art: A Proposal for a Nonprofit, Community Controlled NFT","Leonardo - Volume 57 Issue 5",NULL
"Unveiling the Unspoken and Invisible: Analyzing Artistic Responses to Radiophobia","Leonardo - Volume 57 Issue 5",NULL
"Trafficking | Transmission | Translation: Exploring Embodiment as a Mode of Knowledge Construction in Science Art Installations","Leonardo - Volume 57 Issue 5",NULL
"Cairotronica: “Only Connect” Introduction","Leonardo - Volume 53 Issue 1",NULL
"The Layer Project—Lost and Found in Digital Translation","Leonardo - Volume 53 Issue 1",NULL
"Cursive Calligraphy in 3D and Bio-Ink","Leonardo - Volume 57 Issue 4",NULL
"Shanshui Journey: Using AI to Reproduce the Experience of Chinese Literati Ink Paintings","Leonardo - Volume 57 Issue 4",NULL
"Exploring the Materiality of Augmented Reality Markers through Arts-Led Cocreation: Drawing, Weaving, and Tiling","Leonardo - Volume 57 Issue 4",NULL
"SilenceTop: An Interactive Microarchitecture Responding Socially to Nonsocial Silences","Leonardo - Volume 57 Issue 4",NULL
"Freak Pictures, Fly Fishers, and Optical Illusions: Historical Antecedents of the Science of Fish Vision","Leonardo - Volume 57 Issue 4",NULL
"The Ecology of Knowledge: How the Complexity Sciences Can Explain the Peculiar Alliance between Art and Philosophy","Leonardo - Volume 57 Issue 4",NULL
"Decoding AI in Contemporary Art: A Five-Trope Classification for Understanding and Categorization","Leonardo - Volume 57 Issue 4",NULL
"Resonance: A Brain-Computer Interface Assemblage of EEG, Sound, and Therapeutic Clowns for the Detection of Consciousness","Leonardo - Volume 57 Issue 4",NULL
"Voices of Climate Change","Leonardo - Volume 57 Issue 4",NULL
"Visibilis 433: Sensory Extension and Audiovisual Reinterpretation of 4′33″","Leonardo - Volume 57 Issue 4",NULL
"The Development of Neural Art: An Outline","Leonardo - Volume 57 Issue 4",NULL
"Forgotten Pioneers of Media Art: Laboratory of Presentation Techniques","Leonardo - Volume 57 Issue 4",NULL
"Technology as Resistance: Pioneers of Korean Media Art from the 1960s to the 1990s","Leonardo - Volume 57 Issue 4",NULL
"Toward Equitable ArtScience Collaborations: Synthesizing Performance Art and Social Psychology for Social Change","Leonardo - Volume 57 Issue 5",NULL
"Compositional Rheology: Drafting Musical Flux through Fluid Mechanics and Drawing","Leonardo - Volume 57 Issue 5",NULL
"Sound Investments: Music and Finance at Mid-Century","Leonardo - Volume 57 Issue 5",NULL
"Toward a Spatial Understanding of Openness: Richard Sennett’s “Five Open Forms” and/in Music","Leonardo - Volume 57 Issue 5",NULL
"The Sound of Data: Designing a Framework for Parameter Mapping Sonification","Leonardo - Volume 57 Issue 5",NULL
"Experiential AI: Between Arts and Explainable AI","Leonardo - Volume 57 Issue 3",NULL
"DNA Dance Revolution","Leonardo - Volume 57 Issue 3",NULL
"Programmable Analogue Drawing Machines, 1952–2023","Leonardo - Volume 57 Issue 3",NULL
"Auro Lecci’s Algorithmic Art: Toward the Computer as a Thinking Machine","Leonardo - Volume 57 Issue 3",NULL
"Men of Letters: Perspectives on Multisensory Environments in the Hall-McLuhan Correspondence, 1961–1977","Leonardo - Volume 57 Issue 3",NULL
"Living Capsules: Reflections on an Ongoing Art-Sociology Collaboration","Leonardo - Volume 57 Issue 3",NULL
"A Republic of Learning: Making for Times of Uncertainty","Leonardo - Volume 57 Issue 3",NULL
"All Watched Over by Our Data Double","Leonardo - Volume 57 Issue 3",NULL
"Research and Creative Activity in the Design Field: Intersections of Science, Art, and Engineering","Leonardo - Volume 57 Issue 3",NULL
"Object-Oriented Ontology in Shaping Perspective on Bacterial Art and Nonhuman Agency","Leonardo - Volume 57 Issue 3",NULL
"Aesthetic In-Access: Notes from the CripTech Metaverse Lab","Leonardo - Volume 57 Issue 2",NULL
"Experimental Modalities: Crip Representation and Access with Electronic Arts Intermix","Leonardo - Volume 57 Issue 2",NULL
"Resisting Normality with Cultural Accessibility and Slow Technology","Leonardo - Volume 57 Issue 2",NULL
"Immersive storytelling experiences: a design methodology","Digital Creativity, Volume 35, Issue 4 (2024)",NULL
"Video game structural layers for narrative design and articulation","Digital Creativity, Volume 35, Issue 4 (2024)",NULL
"Exploring the role of immersive technology in digitally representing contemporary crafts within hybrid museum exhibitions: a scoping review","Digital Creativity, Volume 35, Issue 4 (2024)",NULL
"Designing with words: exploring the integration of text-to-image models in industrial design","Digital Creativity, Volume 35, Issue 4 (2024)",NULL
"The Sun Is in Your Hand(held): mediating solar imaginaries and technological ambivalence","Digital Creativity, Volume 35, Issue 4 (2024)",NULL
"gOd, mOther and sOldier: A Story of Oppression, Told through the Lens of AI","Leonardo - Volume 56 Issue 6",NULL
"Reflections on Light: Developing New Methods for Producing Anamorphic Sculpture","Leonardo - Volume 56 Issue 6",NULL
"Infinite Barnacle: The AI Image and Imagination in GANs from Personal Snapshots","Leonardo - Volume 56 Issue 6",NULL
"Touching Variables: Decolonial Approaches and New Tools for Ecological Data Visualization","Leonardo - Volume 56 Issue 6",NULL
"The Phenomenal Atlases of Contemporary Physics: Knowing the Imperceptible","Leonardo - Volume 56 Issue 6",NULL
"“Dancing with Atoms”: A Tribute to Sheila Tinney","Leonardo - Volume 56 Issue 6",NULL
"Creative Futuring for More-Than-Human Worlds: Exhibitions as Sites to Ponder Environmental Governance","Leonardo - Volume 56 Issue 6",NULL
"Frieder Nake and the Ethics of Cold War Computer Art","Leonardo - Volume 56 Issue 6",NULL
"Urban Intonation: Listening to the Rats of New York City","Leonardo - Volume 56 Issue 6",NULL
"From Thought-Forms to Art Concret: Tracey M. Benson Interviews Paul Brown","Leonardo - Volume 56 Issue 6",NULL
"Envisioning Rhythm: Exploring the Visual Dimension of Natural Ecosystems through Digital Media","Leonardo - Volume 56 Issue 5",NULL
"Piece of Mind: Mobilizing Scientific and Experiential Knowledge of Dementia through the Arts","Leonardo - Volume 56 Issue 5",NULL
"Breath of Light: Reclaiming Shared Breathing Through a Meditative Installation","Leonardo - Volume 56 Issue 5",NULL
"Epiphytic Memory: A Cognitive Assemblage of Plant-Human-Technology","Leonardo - Volume 56 Issue 5",NULL
"An Ecological Oracle","Leonardo - Volume 56 Issue 5",NULL
"Novelty and Utility: How the Arts May Advance Question Creation in Contemporary Research","Leonardo - Volume 56 Issue 5",NULL
"Bioengineered Living Entities in Art: Aliveness, Duration, and Movement in Bricolage","Leonardo - Volume 56 Issue 5",NULL
"The Drive to Draw: Perceptual Attention and Communicative Intention","Leonardo - Volume 56 Issue 5",NULL
"The Unveiled City: Multicultural Representation of Tokyo by Hashtag Labeling on Instagram","Leonardo - Volume 56 Issue 5",NULL
"The Prospect of Art-Science Interplay in Filmmaking as Research: From Abstract to Implicit Film","Leonardo - Volume 56 Issue 5",NULL
"Scribe: Machine Learning, Parafiction, and the Perversion of Practice","Leonardo - Volume 56 Issue 5",NULL
"PlantConnect","Leonardo - Volume 56 Issue 4",NULL
"Culturescape: Environment, Science, and Art at Bundanon","Leonardo - Volume 56 Issue 4",NULL
"In-Habitant: An Inquiry into a Non-Dualistic Duality of Human and Nonhuman","Leonardo - Volume 56 Issue 4",NULL
"Sound of Ikebana: Fluid Artwork Created under Zero-G Using Parabolic Flight","Leonardo - Volume 56 Issue 4",NULL
"Mythical Mushrooms: Hybrid Perspectives on Transcendental Matters","Leonardo - Volume 56 Issue 4",NULL
"Act of Fiction: Simultaneously Experienced Multiple Perspectives of (Un)reality When Engaging with Narrative-Based Art","Leonardo - Volume 56 Issue 4",NULL
"Entangled Poetics: Two Bioartists in the Anthropocene","Leonardo - Volume 56 Issue 4",NULL
"Noise-Canceling Technologies for Smartphone Cameras: Self-Image in the Age of Anxiety","Leonardo - Volume 56 Issue 4",NULL
"Seize the Moment: A Transdisciplinary Initiative","Leonardo - Volume 56 Issue 4",NULL
"How Do We Experience Digital Arts? An Exploration through Latour’s Modes of Existence","Leonardo - Volume 56 Issue 4",NULL
"LASER Nomad: Road Maps for Art and Science Research into Ancestral Knowledge","Leonardo - Volume 56 Issue 4",NULL
"Diffractive Rendezvous","Leonardo - Volume 56 Issue 4",NULL
"SoundRunner: Out of the Starting Blocks","Leonardo - Volume 56 Issue 4",NULL
"Fragile Intersections: An Installaformance as System","Leonardo - Volume 56 Issue 4",NULL
"Leonardo da Vinci’s Visualization of Gravity as a Form of Acceleration","Leonardo - Volume 56 Issue 1",NULL
"Collaborations in Art and Medicine: Institutional Critique, Patient Participation, and Emerging Entanglements","Leonardo - Volume 56 Issue 4",NULL
"MAY WE HAVE YOUR ATTENTION PLEASE? CLIMATE CHANGE IS URGENT AND CHANGE NEEDS TO HAPPEN NOW","Leonardo - Volume 56 Issue 4",NULL
"<Sunghaksipdo VR>, virtual reality embodying philosophical and conceptual heritage","Digital Creativity, Volume 35, Issue 3 (2024)",NULL
"Art on the chain? On the possibilities of new media art preservation on the Web3","Digital Creativity, Volume 35, Issue 3 (2024)",NULL
"Handheld controller-based locomotion in Virtual Reality as an approach to interactive music composition: insights from composers’ preferences","Digital Creativity, Volume 35, Issue 3 (2024)",NULL
"Screens as an archipelago: analysis of screen-based public art as expanded cinema in Chinese metropolises","Digital Creativity, Volume 35, Issue 3 (2024)",NULL
"Game attributes and their relation to the values considered relevant for women","Digital Creativity, Volume 35, Issue 3 (2024)",NULL
"Evaporated: Explorations in Art, Science, and Salt","Leonardo - Volume 56 Issue 3",NULL
"The AI Laocoön: Art and the Artificial Imagination, or Survival Aesthetics in the Anthropocene","Leonardo - Volume 56 Issue 3",NULL
"Programmoire: Refiguring Witchcraft for a Creative Agency via Computational Art Practice","Leonardo - Volume 56 Issue 3",NULL
"StellarScape: An Immersive Multimedia Performance Inspired by the Life of a Star","Leonardo - Volume 56 Issue 3",NULL
"Exploring the Third Space in Art-Science","Leonardo - Volume 56 Issue 3",NULL
"Topological Vision: The Artistic Thinking of Shigeru Onishi","Leonardo - Volume 56 Issue 3",NULL
"Typology of Emotion Assemblages in Art and Science","Leonardo - Volume 56 Issue 3",NULL
"Research, Representation, and Conservation of Mani Heaps: The Digitalization Projects","Leonardo - Volume 56 Issue 3",NULL
"Deep Permutation Design: A New Potential Artificial Intelligence-Based Design Methodology","Leonardo - Volume 56 Issue 3",NULL
"Be More Conceptual Regarding Non-Fungible Tokens (NFTs) as Art","Leonardo - Volume 56 Issue 3",NULL
"The Epistemic Case for Sci-Art: Toward a Posthuman Praxis","Leonardo - Volume 56 Issue 3",NULL
"Introduction to Special Section: Disremembering the Harrisons","Leonardo - Volume 56 Issue 3",NULL
"On Newton Harrison: An Open Mind and a Bad Attitude","Leonardo - Volume 56 Issue 3",NULL
"The Passing of Newton Harrison","Leonardo - Volume 56 Issue 3",NULL
"Newton Harrison and the Trial by Fire","Leonardo - Volume 56 Issue 3",NULL
"Lessons from the Harrisons","Leonardo - Volume 56 Issue 3",NULL
"Eco-Art: On the Topography of the Harrisons","Leonardo - Volume 56 Issue 3",NULL
"Tending to the Life Web","Leonardo - Volume 56 Issue 3",NULL
"Being Good Ancestors","Leonardo - Volume 56 Issue 3",NULL
"Tipping the Scales: The Harrisons and the Force Majeure","Leonardo - Volume 56 Issue 3",NULL
"Helen and Newton Harrison: Visionary EcoArtists","Leonardo - Volume 56 Issue 3",NULL
"Life, Matter, Poetry: Blurred Lines and Bilayered Representations of Materials Science","Leonardo - Volume 56 Issue 3",NULL
"TransHuman Saunter: Multispecies Storytelling in Precarious Times","Leonardo - Volume 56 Issue 2",NULL
"Visualizing Spatial Gaze Data in the Perception of 3D Objects","Leonardo - Volume 56 Issue 2",NULL
"Lovewear: Haptic Clothing that Allows Intimate Exploration for Movement-Impaired People","Leonardo - Volume 56 Issue 2",NULL
"""Tint and Form"": The Geometric Philosophy Underlying Oliver Byrne’s Elements","Leonardo - Volume 56 Issue 2",NULL
"Tragedy of the Non-Visible: Aesthetic and Ontological Differences in Early Computer versus Conceptual Art","Leonardo - Volume 56 Issue 2",NULL
"The Critical Counterpoints of Dataveillance Artists: Contesting the Authoritative Narratives of the Intelligence Community","Leonardo - Volume 56 Issue 2",NULL
"Making AI-Infused Products and Services More Legible","Leonardo - Volume 56 Issue 2",NULL
"Artistic Defamiliarization in the Age of Algorithmic Prediction","Leonardo - Volume 56 Issue 2",NULL
"Experimental Environments and the Aesthetic Experience of Metabolic Processes","Leonardo - Volume 56 Issue 2",NULL
"Making Sense of Indeterminate Representations of Land in Contemporary Markets","Leonardo - Volume 56 Issue 2",NULL
"Measuring Is Making: The Radical Indeterminacy of Music","Leonardo - Volume 56 Issue 2",NULL
"Live Coding in Music Theater—A Comprehensive Technique? The Case of Dumrul and the Grim Reaper","Leonardo - Volume 56 Issue 2",NULL
"Views on Thresholds by Transdisciplinary Partners: A Shared Journey Continues","Leonardo - Volume 56 Issue 1",NULL
"Interactive Moiré Patterns Reflecting on the Traditional Nanjing Baiju","Leonardo - Volume 56 Issue 1",NULL
"Dancing with Objects: A Psychological and Neurophysiological Analysis","Leonardo - Volume 56 Issue 1",NULL
"Portrait Map Art Generation By Asymmetric Image-to-Image Translation","Leonardo - Volume 56 Issue 1",NULL
"Plantae Agrestis: Distributed, Self-Organizing Cybernetic Plants in a Botanical Conservatory","Leonardo - Volume 56 Issue 1",NULL
"Indeterminacy after AI: Introduction to Special Section","Leonardo - Volume 56 Issue 1",NULL
"Understanding children’s use of a mobile digital storytelling app","Digital Creativity, Volume 35, Issue 2 (2024)",NULL
"The politics of interaction and spect-actors in world rescue, eco, and plasticity: a Boalian perspective on digital environmental games","Digital Creativity, Volume 35, Issue 2 (2024)",NULL
"Breaking from realism: exploring the potential of glitch in AI-generated dance","Digital Creativity, Volume 35, Issue 2 (2024)",NULL
"Easiness and amount. Contribution of digitalization to the act of listening and its possibilities","Digital Creativity, Volume 35, Issue 2 (2024)",NULL
"The architecture exhibition as a stage of mediated narratives","Digital Creativity, Volume 35, Issue 2 (2024)",NULL
"Heritage values, digital storytelling, and heritage communication: the exploration of cultural heritage sites in virtual environments","Digital Creativity, Volume 35, Issue 2 (2024)",NULL
"Transformed Strangely: Lyotardian Indeterminacy in John Cage’s Child of Tree","Leonardo - Volume 56 Issue 1",NULL
"I am _your_Pyrate Dancer: Choreographic Computabilities Dancing inside the Interstices of a Visceral World","Leonardo - Volume 56 Issue 1",NULL
"Exercises in Humility: Gregory Bateson on Contingency, Croquet, and Revising Habits of Thought through Play","Leonardo - Volume 56 Issue 1",NULL
"Entangled Realities: Emerging Performances of Relating Humans, Sonatars, and Spaces","Leonardo - Volume 56 Issue 1",NULL
"Dithering Eyes: Or, Correspondences with Erratic Bodies","Leonardo - Volume 56 Issue 1",NULL
"The Politics of Visual Indeterminacy in Abstract AI Art","Leonardo - Volume 56 Issue 1",NULL
"Music, Art, Machine Learning, and Standardization","Leonardo - Volume 56 Issue 1",NULL
"Signal to Noise Loops: A Cybernetic Approach to Musical Performance with Smart City Data and Generative Music Techniques","Leonardo - Volume 56 Issue 1",NULL
"The Music of Heart Rate Variability","Leonardo - Volume 56 Issue 1",NULL
"Hacking Hearts: Establishing a Dialogue in Art/Science Education","Leonardo - Volume 56 Issue 1",NULL
"Archaean Memory Farm: Notes on the Creation Process","Leonardo - Volume 55 Issue 6",NULL
"Symbiosis, Anarchy, and Fermentation","Leonardo - Volume 55 Issue 6",NULL
"Fermenting Futures: An Artistic Exploration of Yeast Biotechnology","Leonardo - Volume 55 Issue 6",NULL
"Do It Yourself, Rain! Dabbling Drops, Splashes, and Waves: Experiments in Art and Science","Leonardo - Volume 55 Issue 6",NULL
"The Artist as Ferment of the Social Body","Leonardo - Volume 55 Issue 6",NULL
"Aspects of the Digital Fermentation of Moving Images","Leonardo - Volume 55 Issue 6",NULL
"Sweet & Sour Power: The Practice and Social Metaphor of Pickling","Leonardo - Volume 55 Issue 6",NULL
"Biocultural Transformations: Fermentation as Artistic Medium","Leonardo - Volume 55 Issue 6",NULL
"The Vanitas of Sound Art","Leonardo - Volume 55 Issue 6",NULL
"The Vera Icona Installation and Performance: A Reflection on Face Surveillance in Contemporary Society","Leonardo - Volume 55 Issue 5",NULL
