"author_name","paper_title"
"Petra Gemeinboeck","Hybrid Entanglements: a posthuman dramaturgy for human-robot relationships"
"Petra Jääskeläinen","Ethically Aligned Stakeholder Elicitation (EASE): Case Study in Music-AI"
"Petri Leskinen","LetterSampo–Historical Letters on the Semantic Web: A Framework and Its Application to Publishing and Using Epistolary Data"
"Petronio Bendito","Algorithmic Color Methods of Media Arts"
"Petros Ioannidis","Exploring affordances through design-after-design: the re-purposing of an exhibition artefact by museum visitors"
"Phil Eddershaw","Demystifying tabla through the development of an electronic drum"
"Philip Tchernavskij","Readymades & Repertoires: Artifact-Mediated Improvisation in Tabletop Role-Playing Games"
"Philipp Gschwendtner","Networking concert halls, musicians, and interactive textiles: Interwoven Sound Spaces"
"Philippe Laban","Art or Artifice? Large Language Models and the False Promise of Creativity"
"Philippe P Codognet","Identifying Relationships and Classifying Western-style Paintings: Machine Learning Approaches for Artworks by Western Artists and Meiji-era Japanese Artists"
"Philippe Pasquier","Spire Muse: A Virtual Musical Partner for Creative Brainstorming"
"Philippe Pasquier","Chatterbox: an interactive system of gibberish agents"
"Philippe Pasquier","Unveiling New Artistic Dimensions in Calligraphic Arabic Script with Generative Adversarial Networks"
"Philippe Pasquier","eTu{d,b}e: case studies in playing with musical agents"
"Philippe Pasquier","Liminal Scape, an interactive visual installation with expressive AI"
"Philippe-Aubert Gauthier","Live 4 Life: A dream for a free and open spatial performance tool towards symbiosis or death?"
"Phongtharin Vinayavekhin","Identifying Relationships and Classifying Western-style Paintings: Machine Learning Approaches for Artworks by Western Artists and Meiji-era Japanese Artists"
"Pianpian Wei","A Landmark-free Approach for Surface Asymmetry Detection and Profile Drawings from Bilaterally Symmetrical Geometry"
"Piercarlo Dondi","Multi-Temporal Image Analysis for Preventive Conservation of Historical Musical Instruments"
"Pierre Cutellic","Proteus 3.0 - Interacting with the cloud"
"Pierrick Uro","Animate: A Theatrical Exploration of Climate Transformation through the Medium of Extended Reality (XR)"
"Pieter Steyaert","Co-creation Towards the Post-Anthropocene"
"Pil Hansen","Algorithmic Rituals: Participatory and Embodied Explorations of Algorithmic Decision-Making"
"Pilar Escobar","An Ontological Approach for Unlocking the Colonial Archive"
"Pim Tournaye","Co-creation Towards the Post-Anthropocene"
"Pinar Yanardag","MIDISpace: Finding Linear Directions in Latent Space for Music Generation"
"Pinar Yanardag","Shelley: A Crowd-sourced Collaborative Horror Writer"
"Pinghua Xu","Coloration Parsing and Transfer Design of Han Folk Costumes"
"Pinyao Liu","Breath of Light: Reclaiming Shared Breathing Through a Meditative Installation"
"Pinyuan Feng","Social Augmented Reality: Communicating via Cultural Heritage"
"Pippin Barr","NEO//QAB: Creating a World Through Speculative Play"
"Po-Yu Chen","AirCharge: Amplifying Ungrounded Impact Force by Accumulating Air Propulsion Momentum"
"Popi Iacovou","The architecture exhibition as a stage of mediated narratives"
"Pradyumna Chari","ForceSight: Non-Contact Force Sensing with Laser Speckle Imaging"
"Prashanth Thattai Ravikumar","Syntex: Parametric Audio Texture Datasets for Conditional Training of Instrumental Interfaces"
"Prathmesh Madhu","Enhancing Human Pose Estimation in Ancient Vase Paintings via Perceptually-grounded Style Transfer Learning"
"Predrag K Nikolić","Syntropic Counterpoints: Metaphysics of The Machines"
"Predrag K Nikolić","Aquaterrestrial Recolonization: AI Environmentalist Toward Design For Climate Action Related Behaviour Change"
"Predrag K. Nikolic","AI Creativity: AI.R Teletorium, Toward New Storytelling Realm"
"Predrag K. Nikolic","InnerBody: Using Interactive and Multisensory Interfaces to Design Behavioral Change"
"Predrag Sidjanin","VR as a function for archiving media arts, one example"
"Preston Foerder","The Missing Female Homunculus"
"Priti P Rege","Designing a Dual-level Facial Expression Evaluation System for Performers Using Geometric Features and Petri Nets"
"Priyamvada Natarajan","Cosmos, Chaos and Order: Mapping as Knowing | Космос, хаос и порядок. Картографирование как знание"
"Prof. Dr. Patrícia Gouveia","The Expanded World of Invisible Images"
"Prof. Sebastian Groes","Arts, Science and Technology in the ISSM Project and Exhibition"
"Puneet Jain","Umwelten: Shifting agencies among the human, the non-human, and a machine learning algorithm"
"Puneet Jain","autonomX—Real Time Creation/Composition with Complex Systems"
"Punya Mishra","Of Metaphors and Molecules: Figurative Language Bridging STEM and the Arts in Education"
"Purav Bhardwaj","Ghost in the Machine: Discourses with AI"
"Pushpa Arabindoo","City Dionysia: narrating wasteland in urban life"
"Qi Ai","Designing with words: exploring the integration of text-to-image models in industrial design"
"Qi Wang","EmTex: Prototyping Textile-Based Interfaces through An Embroidered Construction Kit"
"Qiang Qi","Characterization on Flaking of Rammed Earthen Sites Using SMO Algorithm and Surface Topography Analysis: A Case Study of Jiaohe Ruins"
"Qiang Shen","Sundial-GAN: A Cascade Generative Adversarial Networks Framework for Deciphering Oracle Bone Inscriptions"
"Qiansheng Li","Decoding • Encoding – an exploration of data narrative in Tibetan characters"
"Qibin Kang","Research, Representation, and Conservation of Mani Heaps: The Digitalization Projects"
"Qifeng Wang","An Automatic Chinaware Fragments Reassembly Method Framework Based on Linear Feature of Fracture Surface Contour"
"Qihao Liang","SongDriver: Real-time Music Accompaniment Generation without Logical Latency nor Exposure Bias"
"Qihao Liang","XCreation: A Graph-based Crossmodal Generative Creativity Support Tool"
"Qing Chai","The role of virtual reality technology in conceptual design: positioning, applications, and value"
"Qing Gong","The role of virtual reality technology in conceptual design: positioning, applications, and value"
"Qing Liang","The Belitung Shipwreck in Virtual Reality: Exploring the Narrative Framework of Digital Cultural Heritage"
"Qinghua Lu","Unveiling the Tricks: Automated Detection of Dark Patterns in Mobile Applications"
"Qingyu Guo","CriTrainer: An Adaptive Training Tool for Critical Paper Reading"
"Qinying Lei","Mixboard - A Co-Creative Mashup Application for Novices"
"Qiong Wu","Explainable AI for the Arts 2 (XAIxArts2)"
"Qiushi Han","Storyfier: Exploring Vocabulary Learning Support with Text Generation Models"
"Qiuyu Lu","Sustainflatable: Harvesting, Storing and Utilizing Ambient Energy for Pneumatic Morphing Interfaces"
"Qixuan Liang","Neighbor-Environment Observer: An Intelligent Agent for Immersive Working Companionship"
"Quanwei Yang","REMOT: A Region-to-Whole Framework for Realistic Human Motion Transfer"
"Quinn Jarvis-Holland","EXPANDING ACCESS TO MUSIC TECHNOLOGY: Rapid Prototyping Accessible Instrument Solutions For Musicians With Intellectual Disabilities"
"R. Barnett","On Newton Harrison: An Open Mind and a Bad Attitude"
"R.C. Van Court","Fungal Pigments, Wood Coloring Technology and Their Applications in the Play *The Blue Forest*"
"Rabia Malik","Co-Designing Haptic Instruments With Deaf and Hard-of-Hearing Children"
"Racha Amrani","Proposal of a Knowledge Capitalization Process to Construct Eco-Diars: A Knowledge-driven Platform Applied to Traditional Algerian Domestic Architecture"
"Rachel Arredondo","Blue Ceramics: Co-designing Morphing Ceramics for Seagrass Meadow Restoration"
"Rachel Bowditch","MAY WE HAVE YOUR ATTENTION PLEASE? CLIMATE CHANGE IS URGENT AND CHANGE NEEDS TO HAPPEN NOW"
"Rachel Freire","Liminal Space: A Performance with RaveNET"
"Rachel Freire","Body Lutherie: Co-Designing a Wearable for Vocal Performance with a Changing Body"
"Rachel Garber Cole","Novelty and Utility: How the Arts May Advance Question Creation in Contemporary Research"
"Rachel Gibson","Changing GEAR: The Girls Electronic Arts Retreat's Teaching Interfaces for Musical Expression"
"Rachel Jacobs","A Republic of Learning: Making for Times of Uncertainty"
"Racquel Fygenson","Eco-Mending"
"Radhika D Joshi","Designing a Dual-level Facial Expression Evaluation System for Performers Using Geometric Features and Petri Nets"
"Radoslav Pavlov","Full-Fledged Access and Usability of Content in a Digital Cultural Heritage Library: Approaches, Paradigms, and Implementation"
"Radu Comes","Evaluating User Experience in the Context of Cultural Heritage Dissemination Using Extended Reality: A Case Study of the Dacian Bronze Matrix with Hollow Design"
"Radu-Daniel Vatavu","Possi(A)bilities: Augmented Reality Experiences of Possible Motor Abilities Enabled by a Video-Projected Virtual Hand"
"Raewyn Turner","Abstracts from the Spectra 2018 Symposium Part 3: Nano-Optics"
"Rafael Marfil-Carmona","Conceptual Photography and Critical Learning of the Visual Arts in the University Context. Educational Experience With Future Teachers"
"Rafael Pagés","Samuel Beckett in Virtual Reality: Exploring Narrative Using Free Viewpoint Video"
"Raghavasimhan Sankaranarayanan","Mixboard - A Co-Creative Mashup Application for Novices"
"Raghavasimhan Sankaranarayanan","Mechatronics-Driven Musical Expressivity for Robotic Percussionists"
"Raghavasimhan Sankaranarayanan","Design of Hathaani - A Robotic Violinist for Carnatic Music"
"Rahaf Alharbi","Hacking, Switching, Combining: Understanding and Supporting DIY Assistive Technology Design by Blind People"
"Rahaf Orabi","A Digital Approach to Revisiting the Byzantine Past of Al-Madrassa Al-Halawiyya in Aleppo"
"Rahul Jain","Ubi-TOUCH: Ubiquitous Tangible Object Utilization through Consistent Hand-object interaction in Augmented Reality"
"Rahul Mahata","The digital turn in Chhau dance of Purulia: Reconfiguring authenticity in a post-pandemic scenario"
"Rain Ashford","Alternative Aesthetics of Inclusive Design"
"Rain Ashford","Productive Bodies"
"Rain Ashford","Moving Image and the Space around the Frame: Time-Based Installations and Forms of Experience"
"Rain Ashford","3047: A Dark Room Body"
"Rain Ashford","Enviro-Envision: Visualizing Climate Change through Art"
"Rain Ashford","Humanizing Technology through Post-Digital Art"
"Rain Ashford","Evolution of the Subject: Synthetic Biology in Fine Art Practice"
"Rain Ashford","Infinitesimal to Infinity: Ryoji Ikeda’s Data Composition and Space of Sensing"
"Rain Ashford","Of Ice Shields, Oceans, and Train Yards: Research-Creation Toward Mythological Contact with a Feral Terrain"
"Rain Ashford","Somatic Montage: Supra-Dimensional Composition in Cinema and the Arts"
"Rain Ashford","Species Interactions and Climate Change in the Loss of Joshua Trees and the Role of Eco-Art for Understanding Multispecies Connections"
"Rain Ashford","Responsive and Emotive Wearable Tech: Physiological Data, Devices and Communication"
"Rain Ashford","“Ah Ha” Moments: Novice Choreographers Using Defamiliarization in Digital Choreographic Technologies"
"Rain Ashford","Unveiling Interfaces: A Software Studies Board Game for Algorithmic Literacy"
"Rain Ashford","Leonardo Abstracts Service: Top-Rated LABS Abstracts 2019"
"Rain Ashford","DNA and RNA Sequences as Systems for Music Composition: Portfolio of Compositions"
"Raivo Kelomees","AI Art and the “Transparent Author”"
"Raivo Kelomees","MICROBIOME ANTHROPHAGY"
"Raivo Kelomees","The ‘Gaze’ of the Artwork: Seeing Machines and Interactive Art"
"Raj Sodhi","Transferable Microgestures Across Hand Posture and Location Constraints: Leveraging the Middle, Ring, and Pinky Fingers"
"Raj Sodhi","Scene Responsiveness for Visuotactile Illusions in Mixed Reality"
"Ralph Ewerth","Semi-supervised Human Pose Estimation in Art-historical Images"
"Rama Hoetzlein","Knowledge Cultures in New Media Art"
"Ramiro Oscar Vergara","Bandoneon 2.0: an interdisciplinary project for research and development of electronic bandoneons in Argentina"
"Ramona Mosse","Viral Theatres’ Pandemic Playbook - Documenting German theatre during COVID-19"
"Ramona Mosse","Framing hybrid futures in the Anthropocene"
"Ramona Quattrini","3VR: Vice Versa Virtual Reality Algorithm to Track and Map User Experience"
"Ran Dong","Investigating the Effect of Jo-Ha-Kyūon Music Tempos and Kinematics across Cultures: Animation Design for 3D Characters Using Japanese Bunraku Theater"
"Randall Harlow","Global Hyperorgan: a platform for telematic musicking and research"
"Randall Packer","A Telepresence Stage: or how to create theatre in a pandemic – project report"
"Ranger Liu","MaxPy: An open-source Python package for programmatic construction and manipulation of MaxMSP patches"
"Ranjitha Kumar","Learning Custom Experience Ontologies via Embedding-based Feedback Loops"
"Ranjodh Dhaliwal","VISAR: A Human-AI Argumentative Writing Assistant with Visual Programming and Rapid Draft Prototyping"
"Raphael Arar","An Ecological Oracle"
"Raquel Caerols Mateo","Virtual museums: heritage and future of mediated UX?"
"Raquel G. Wilner","Pareidolia and the Pitfalls of Subjective Interpretation of Ambiguous Images in Art History"
"Raquel Rato","Memory landscapes in Rodrigo Areias’ films. After an audiovisual essay by Nuno Dias"
"Rasa Weber","A Sympoietic Ocean. Design research with/in the marine holobiont"
"Raul Garcia-Martin","BrightMarker: 3D Printed Fluorescent Markers for Object Tracking"
"Raul Masu","Circuit Bending and Environmental Sustainability: Current Situation and Steps Forward"
"Raul Masu","Toward Musical Cosmotechnics: the case of zhu nao 竹脑 — a bamboo-based instrument"
"Raul Masu","VR Open Scores: Scores as Inspiration for VR Scenarios"
"Raul Masu","Longevity in NIME research: a case study using time-based media art preservation models"
"Raul Masu","The O in NIME: Reflecting on the Importance of Reusing and Repurposing Old Musical Instruments"
"Raul Masu","Redesigning the Chowndolo: a Reflection-on-action Analysis to Identify Sustainable Strategies for NIMEs Design"
"Raul Masu","Sustainable digital fabrication in NIME: Nine sustainability strategies for DMI production"
"Raul Masu","Sharing the Same Sound: Reflecting on Interactions between a Live Coder and a Violinist"
"Raul Masu","Exploring Musical Form: Digital Scores to Support Live Coding Practice"
"Raul Masu","Pharosphones: interactive audience participation using light"
"Raul Masu","NIME Scores: a Systematic Review of How Scores Have Shaped Performance Ecologies in NIME"
"Raul Masu","NIME and the Environment: Toward a More Sustainable NIME Practice"
"Raul Nieves","Power and Resistance in Digital Degrowth"
"Raul Sanchez-Reillo","BrightMarker: 3D Printed Fluorescent Markers for Object Tracking"
"Ray LC","PRESENTATION OF SELF IN MACHINE LIFE"
"RAY LC","A Case for Play: Immersive Storytelling of Rohingya Refugee Experience"
"RAY LC","CHIKYUCHI: In-person/remote game exhibition for climate change influence"
"Razzly","HowMusical Is Dog? - An Interspecies Improvised Musical Collaboration"
"Rebecca Abraham","Choreographing Sound: Co-creating Music and Movement through Touch with the Magical Musical Mat"
"Rebecca Chamberlain","Slow Looking at Slow Art: The Work of Pierre Bonnard"
"Rebecca Fiebrink","Reflections on Eight Years of Instrument Creation with Machine Learning"
"Rebecca Fiebrink","Making Up 3D Bodies: Artistic and Serendipitous Modeling of Digital Human Figures"
"Rebecca Krosnick","Never-ending Learning of User Interfaces"
"Rebecca Ruige Xu","Dépaysement: Embracing Physicality—Transforming Computational Visual Music to Fine Art Monotype"
"Rebecca Ruige Xu","City Pulse: Revealing City Identity Through Abstraction of Metro Lines"
"Rebecca Stancliffe","Differentiating (an)notation practices: an artist-scholar’s observation"
"Rebecca Weber","Centering Bodies in Space and Place through Virtual Reality Dance Performance: A Practice-Based Research Perspective"
"Regina Rivas Tornes","Setting limits in preservation strategies from the stage of acquisition: a feasibility approach for Media Art Installations"
"Reina Suyeon Mun","SilenceTop: An Interactive Microarchitecture Responding Socially to Nonsocial Silences"
"Reinhard Schütte","Scene Responsiveness for Visuotactile Illusions in Mixed Reality"
"Reinhard Schütte","SoundsRide: Affordance-Synchronized Music Mixing for In-Car Audio Augmented Reality"
"Rejane Spitz","Advancing the Use of Games as a Model for Scientific Practice"
"Rem RunGu Lin","Body Cosmos: An Immersive Experience Driven by Real-Time Bio-Data"
"Rem RunGu Lin","Body Cosmos"
"Rem RunGu Lin","Cursive Calligraphy in 3D and Bio-Ink"
"Rem RunGu Lin","Cell Space: Augmented Awareness of Intercorporeality"
"Rem RunGu Lin","Media Interpretation: Revisiting McLuhans' Laws of Media and Ant Farm"
"Remina Greenfield","The edge of life-as-we-know-it: Aesthetics of decay within artificial life and art"
"Remo Rauscher","Animated Cadavre Exquis: A locked-down experience of collaborative filmmaking in education"
"Renata Azevedo Moreira","Beyond the turn and towards the event: analyzing the curatorial as a material-discursive practice"
"Renate C.-Z. Quehenberger","[C G A T] Epita Matrix Genetics: Toward a Visualization of Genetic Codes via “Genetic Music”"
"Rene Cutura","DaRt: Generative Art using Dimensionality Reduction Algorithms"
"Rene G. Cepeda","Top-Rated LABS Abstracts 2021"
"Rene G. Cepeda","Making a Manual: The Manual for the Curation and Display of Interactive New Media Art"
"Renee Carmichael","Dance and Code with Empathy: A Reading of Joana Chicau and Merce Cunningham"
"Renee Shelby","Generative AI in Creative Practice: ML-Artist Folk Theories of T2I Use, Harm, and Harm-Reduction"
"Renee Timmers","Agency and Creativity in Musical Interaction for Those Living with Dementia and Cognitive Decline"
"Renrong Guo","Stonemaps: A Slow Intentional Network for Collective Sentience"
"Renzo Filinich Orozco","Qatipana: Towards the possibility of Cosmotechnics and Technodiversity"
"Renée Ridgway","Black Box versus Black Bloc"
"Reo Anzai","ExSampling: a system for the real-time ensemble performance of field-recorded environmental sounds"
"Rewa Wright","Nga manawataki o te koiora: biological rhythms, posthuman design and decolonial thought."
"Rewa Wright","Exploring the Eco-Digital: Performative Sensing with Plants and Data"
"Rewa Wright","Tactile Potentials: A Mixed Reality Project for Live Performance"
"Rewa Wright","Extensions of Reality: Plants and the Technological Virtual"
"Rex Martin","Troubleshooting as a method in COVID-19 times: smart home ethnographies and remote aged care innovation"
"Reynaldo Thompson","Espherica01: visions of free falling water in stroboscopic media"
"Reynaldo Thompson","Indigenous Sentience: Fernando Palma’s electronic divinities"
"Reynaldo Thompson","From hallucinatory Art to hallucination in the Virtuality. Devices for Alternative Realities."
"Reza Maalek","Automatic Recognition and Digital Documentation of Cultural Heritage Hemispherical Domes using Images"
"Ricardo Dal Farra","A forgotten, almost lost, and partially hidden piece of history: new media arts in Latin America"
"Ricardo Dal Farra","Memory’s death… or the desire of immortality"
"Ricardo Iglesias García","Robophilia and Device Art in Japan"
"Ricardo Mendes","HASGS: Five Years of Reduced Augmented Evolution"
"Richard Glover","Exploring the Third Space in Art-Science"
"Richard Grillotti","Resonant Waves: Immersed in Geometry"
"Richard Lachman","Stories Incarnate: Designing embodied, interactive storytelling experiences for live audiences"
"Richard Laing","Machine and Deep Learning Implementations for Heritage Building Information Modelling: A Critical Review of Theoretical and Applied Research"
"Richard Lee","MaxPy: An open-source Python package for programmatic construction and manipulation of MaxMSP patches"
"Richard Lowenberg","Creative Works Exploring Our Information Ecosystem: 1970–1979"
"Richard Polfreman","Star Interpolator – A Novel Visualization Paradigm for Graphical Interpolators"
"Richard Savery","Mechatronics-Driven Musical Expressivity for Robotic Percussionists"
"Rik Hoekstra","The Value of Preexisting Structures for Digital Access: Modelling the Resolutions of the Dutch States General"
"Rikard Lindell","Sonic Serendipity: Embracing Discovery in File Finder-Based Improvisation"
"Rilla Khaled","NEO//QAB: Creating a World Through Speculative Play"
"Rishabh Dabral","Computational Design of Personalized Wearable Robotic Limbs"
"Rita Costa","Flags of Inequality"
"Rob Saunders","Hybrid Entanglements: a posthuman dramaturgy for human-robot relationships"
"Robert Barry Fleming","A Tale of Two Productions: A Christmas Carol On Stage and in VR"
"Robert Cosgrove","RhumbLine: Plectrohyla Exquisita — Spatial Listening of Zoomorphic Musical Robots"
"Robert Ek","Global Hyperorgan: a platform for telematic musicking and research"
"Robert Ek","Playing with Resistance"
"Robert H. Jack","Digital Musical Instruments as Research Products"
"Robert J K Jacob","Affective Color Fields: Reimagining Rothkoesque Artwork as an Interactive Companion for Artistic Self-Expression"
"Robert Jack","DMI Apprenticeship: Sharing and Replicating Musical Artefacts"
"Robert K. Neely","An Alchemy of DNA: Exploring the Chemistry of Biology through Bioart"
"Robert Kovacs","AirTied: Automatic Personal Fabrication of Truss Structures"
"Robert Lester","A Tale of Two Productions: A Christmas Carol On Stage and in VR"
"Robert Lieck","AutoScale: Automatic and Dynamic Scale Selection for Live Jazz Improvisation"
"Robert Maddox-Harle","Vital Forms: Biological Art, Architecture, and the Dependencies of Life"
"Robert Pepperell","Slow Looking at Slow Art: The Work of Pierre Bonnard"
"Robert Root-Bernstein","Leonardo STEAM Initiative on Education Introduction"
"Robert Sazdov","Opening DAWs to Interactive Music - Making an Orchestra out of Soloists"
"Robert Twomey","Three Stage Drawing Transfer: Collaborative Drawing Between a Generative Adversarial Network, Co-robotic Arm, and Five-Year-Old Child"
"Robert Twomey","Communing with Creative AI"
"Robert W. Lindeman","Applying Cinematic Virtual Reality with Adaptability to Indigenous Storytelling"
"Robert Walton","The Heart (Video Documentation)"
"Robert Wuss","Instruments of Vision: Eye-Tracking and Robotics as an Embodied Interface"
"Robert Xiao","GestureCanvas: A Programming by Demonstration System for Prototyping Compound Freehand Interaction in VR"
"Roberta Buiani","Emergent. A post-pandemic living mobile gallery"
"Roberta Ferrario","Editorial: Special Issue on Semantic Web and Ontology Design for Cultural Heritage"
"Roberta Spallone","Passive Haptics and Conversational Avatars for Interacting with Ancient Egypt Remains in High-Fidelity Virtual Reality Experiences"
"Roberto Alonso Trillo","Demiurge: A Music of Babel"
"Roberto Carradore","Garbo and cenacoli of Italian design in the 1960s: A second-order approach to innovation"
"Roberto Pierdicca","Evaluating Learning Outcomes of Virtual Reality Applications in Education: A Proposal for Digital Cultural Heritage"
"Roberto Pierdicca","3VR: Vice Versa Virtual Reality Algorithm to Track and Map User Experience"
"Robin Foster","RawData, Rough Mix: Towards an Integrated Practice of Making, Performance and Pedagogy"
"Rocio von Jungenfeld","Rebalancing media in environments: analysing flows of action"
"Rocio von Jungenfeld","Portable Projections: Analyzing Cocreated Site-Specific Video Walks"
"Rodney DuPlessis","A virtual instrument for physics-based musical gesture: CHON"
"Rodrigo Azaola","A Little Better: Emotions in the age of cryptocurrency"
"Rodrigo Diaz","Pipeline for recording datasets and running neural networks on the Bela embedded hardware platform"
"Rodrigo Diaz","Interactive Neural Resonators"
"Rodrigo Guzman Serrano","Biocultural Transformations: Fermentation as Artistic Medium"
"Rodrigo Morais","Image philosophy for reading glitch art"
"Rodrigo Zárate Moedano","Afro Re-Existence in the School Of Arts"
"Roger B. Dannenberg","Canons for Conlon: Composing and Performing Multiple Tempi on the Web"
"Roger F. Malina","Translating disciplinary practices for trans-sentient collaboration"
"Roger T. Dean","The Multi-Tuned Piano: Keyboard Music without a Tuning System"
"Rogier Arents","Biofeedback Painting: Let the Heart Lead the Brush"
"Rohan Proctor","A Laptop Ensemble Performance System using Recurrent Neural Networks"
"Rolando Rodriguez","On the Books: Jim Crow and Algorithms of Resistance, a Collections as Data Case Study"
"Rolf Inge Godøy","Exploring Emerging Drumming Patterns in a Chaotic Dynamical System using ZRob"
"Romain Michon","The KeyWI: An Expressive and Accessible Electronic Wind Instrument"
"Romain Michon","Making Frugal Spatial Audio Systems Using Field-Programmable Gate Arrays"
"Romain Michon","Amstramgrame: Making Scientific Concepts More Tangible Through Music Technology at School"
"Romain Nith","DextrEMS: Increasing Dexterity in Electrical Muscle Stimulation by Combining it with Brakes"
"Romain Nith","ecoEDA: Recycling E-waste During Electronics Design"
"Roman Jurt","Blimpy - an artistic framework for creating a spatial augmented reality experience with helium blimps"
"Roman Romero-Ortuno","“Dancing with Atoms”: A Tribute to Sheila Tinney"
"Ronak Kosti","Enhancing Human Pose Estimation in Ancient Vase Paintings via Perceptually-grounded Style Transfer Learning"
"Ronald Boersen","Chatterbox: an interactive system of gibberish agents"
"Ronald Sluijter","The Value of Preexisting Structures for Digital Access: Modelling the Resolutions of the Dutch States General"
"Rong Xie","360-Degree Panorama Generation from Few Unregistered NFoV Images"
"Rong-Hao Liang","NFCStack: Identifiable Physical Building Blocks that Support Concurrent Construction and Frictionless Interaction"
"Rongrong Cui","Coloration Parsing and Transfer Design of Han Folk Costumes"
"Rony Vissers","Enriching Image Archives via Facial Recognition"
"Rorik Henrikson","RadarVR: Exploring Spatiotemporal Visual Guidance in Cinematic VR"
"Rory M S Clifford","Applying Cinematic Virtual Reality with Adaptability to Indigenous Storytelling"
"Rosalie Lin","FibeRobo: Fabricating 4D Fiber Interfaces by Continuous Drawing of Temperature Tunable Liquid Crystal Elastomers"
"Rose Liu","Spacetime Dialogue: Integrating Astronomical Data and Khoomei in Spatial Installation"
"Rosemary (Rosa) Cisneros","Moving, annotating, learning: MotionNotes LabDays - a case study"
"Rosemary Lee","Top-Rated LABS Abstracts 2021"
"Rosiane de Freitas","ZoAM GameBot: A Journey to the Lost Computational World in the Amazonia"
"Roslina Ismail","Object-Oriented Ontology in Shaping Perspective on Bacterial Art and Nonhuman Agency"
"Ross Williams","The Gone Garden VR Experience – An Impressionistic Representation as Virtual Heritage Reconstruction"
"Rossano Schifanella","Wiki Loves Monuments: Crowdsourcing the Collective Image of the Worldwide Built Heritage"
"Rossella Rizzo","“Dancing with Atoms”: A Tribute to Sheila Tinney"
"Roxanne S. Beltran","Visualizing Life in the Deep: A Creative Pipeline for Data-Driven Animations to Facilitate Marine Mammal Research, Outreach, and Conservation"
"Roy Amit","OBJECTIFYING THE GAZE"
"Roy Colin Davies","Centering Bodies in Space and Place through Virtual Reality Dance Performance: A Practice-Based Research Perspective"
"Ruairi Glynn","Instruments of Vision: Eye-Tracking and Robotics as an Embodied Interface"
"Rubaiat Habib Kazi","Automated Conversion of Music Videos into Lyric Videos"
"Rubaiat Habib Kazi","RealityTalk: Real-Time Speech-Driven Augmented Presentation for AR Live Storytelling"
"Rubaiat Kazi","PoseVEC: Authoring Adaptive Pose-aware Effects Using Visual Programming and Demonstrations"
"Ruben Schlagowski","Flow with the Beat! Human-Centered Design of Virtual Environments for Musical Creativity Support in VR"
"Rudi Giot","Analytic vs. Holistic Approaches for the Live Search of Sound Presets Using Graphical Interpolation"
"Rueiche Chang","OmniScribe: Authoring Immersive Audio Descriptions for 360° Videos"
"Ruggero Pintus","Exploiting Local Shape and Material Similarity for Effective SV-BRDF Reconstruction from Sparse Multi-Light Image Collections"
"Ruhan Wang","Malletwand: the Pendulum as a Handheld Interface to Musical Timing"
"Rui Dong","MIWA: Mixed-Initiative Web Automation for Better User Control and Confidence"
"Rui Dong","DiLogics: Creating Web Automation Programs with Diverse Logics"
"Rui Nóbrega","Collaboration Superpowers: The Process of Crafting an Interactive Storytelling Animation"
"Rui Penha","Akson, an Audio-Visual Environment for Networked Interaction and Performance"
"Rui Penha","DIS_turbation: An Artistic Approach to Foster Nature-Connectedness"
"Rui Sheng","Posts with No Response: The Island of Loneliness"
"Rui Zhang","Exploring the role of immersive technology in digitally representing contemporary crafts within hybrid museum exhibitions: a scoping review"
"Rui Zhang","Image Restoration Technology of Tang Dynasty Tomb Murals Using Adversarial Edge Learning"
"Ruidong Zhang","VRoxy: Enabling Remote Collaboration in Large Spaces Beyond Local Boundaries via a VR-Driven Robotic Proxy"
"Ruijie Geng","BrushLens: Hardware Interaction Proxies for Accessible Touchscreen Interface Actuation"
"Ruimin Lyu","Imaginary Stroke Movement Measurement and Visualization"
"Ruixue Liu","MaLiang: An Emotion-driven Chinese Calligraphy Artwork Composition System"
"Ruiyang Liu","Syntropic Counterpoints: Metaphysics of The Machines"
"Ruiyang Liu","AI Creativity: AI.R Teletorium, Toward New Storytelling Realm"
"Runhua Zhang","EmTex: Prototyping Textile-Based Interfaces through An Embroidered Construction Kit"
"Runlin Duan","Ubi-TOUCH: Ubiquitous Tangible Object Utilization through Consistent Hand-object interaction in Augmented Reality"
"Ruohong Gan","MIMOSA: Human-AI Co-Creation of Computational Spatial Audio Effects on Videos"
"Rusty Lansford","Exploring 4D Image Sets of Early Heart Development Using Gesture and an Immersive, Spatial Operating Environment"
"Ruth Baker","Portraying What is in Front of You: Virtual Tours and Online Whiteboards to Facilitate Art Practice during the COVID-19 Pandemic"
"Ruth Schmidt","Aural Soilscapes: Sensory Challenges in a Subterranean World"
"Ruth Wallen","Helen and Newton Harrison: Visionary EcoArtists"
"Ryan Challinor","Bespoke Anywhere"
"Ryan Rossi","TaleStream: Supporting Story Ideation with Trope Knowledge"
"Ryo Nishikado","Improvise+=Chain: Listening to the Ensemble Improvisation of an Autoregressive Generative Model"
"Ryo Suzuki","RealityCanvas: Augmented Reality Sketching for Embedded and Responsive Scribble Animation Effects"
"Ryo Suzuki","Augmented Math: Authoring AR-Based Explorable Explanations by Augmenting Static Math Textbooks"
"Ryo Suzuki","HoloBots: Augmenting Holographic Telepresence with Mobile Robots for Tangible Remote Collaboration in Mixed Reality"
