"name","is_institution","formal_version","chinese_name","related_university"
"Third Space Network",True,"Third Space Network","第三空间网络",NULL
"Thomson Reuters",True,"Thomson Reuters","汤森路透",NULL
"Throw2Catch Circus Company",True,"Throw2Catch Circus Company","Throw2Catch 马戏团公司",NULL
"Thuringian Institute of Textile and Plastics Research e.V.",True,"Thuringian Institute of Textile and Plastics Research e.V.","图林根纺织与塑料研究所",NULL
"Tianjin Normal University",False,"Tianjin Normal University","天津师范大学",NULL
"Tianjin University",False,"Tianjin University","天津大学",NULL
"Tilburg University",False,"Tilburg University","蒂尔堡大学",NULL
"Tohoku University",False,"Tohoku University","东北大学（日本）",NULL
"Tokat Gaziosmanpasa University",False,"Tokat Gaziosmanpasa University","托卡特加齐奥斯曼帕夏大学",NULL
"Tokyo Denki University",False,"Tokyo Denki University","东京电机大学",NULL
"Tokyo Institute of Technology",False,"Tokyo Institute of Technology","东京工业大学",NULL
"Tokyo Metropolitan University",False,"Tokyo Metropolitan University","东京都立大学",NULL
"Tokyo University of Technology",False,"Tokyo University of Technology","东京工科大学",NULL
"Tokyo University of the Arts",False,"Tokyo University of the Arts","东京艺术大学",NULL
"Tokyo Zokei University",False,"Tokyo Zokei University","东京造形大学",NULL
"Tomas Bata University, Zlin",False,"Tomas Bata University in Zlín","托马斯·巴塔大学",NULL
"Tongji University",False,"Tongji University","同济大学",NULL
"Topological Media Lab",True,"Topological Media Lab","拓扑媒体实验室","Concordia University, Canada"
"Toppan Printing Co., Ltd.",True,"Toppan Printing Co., Ltd.","凸版印刷株式会社",NULL
"Toronto Metropolitan University",False,"Toronto Metropolitan University","多伦多都会大学",NULL
"Towson University",False,"Towson University","陶森大学",NULL
"TraditioNow",True,"TraditioNow","TraditioNow",NULL
"Trickett Associates",True,"Trickett Associates","Trickett Associates",NULL
"Trinity College Dublin",False,"Trinity College Dublin","都柏林三一学院",NULL
"Trinity Laban Conservatoire of Music and Dance",False,"Trinity Laban Conservatoire of Music and Dance","三一拉班音乐与舞蹈学院",NULL
"TroikaTronix Isadora",True,"TroikaTronix Isadora","TroikaTronix Isadora软件公司",NULL
"Trossingen University of Music",False,"Trossingen University of Music","特罗辛根音乐大学",NULL
"True Signal Ltd",True,"True Signal Ltd","True Signal Ltd",NULL
"Tsinghua University",False,"Tsinghua University","清华大学",NULL
"Tsuru University",False,"Tsuru University","都留文科大学",NULL
"TU Berlin",False,"TU Berlin","柏林工业大学",NULL
"TU Wien",False,"TU Wien","维也纳工业大学",NULL
"Tufts University",False,"Tufts University","塔夫茨大学",NULL
"TURING Institute London",True,"TURING Institute London","图灵研究所（伦敦）",NULL
"Twitch",True,"Twitch","Twitch公司",NULL
"Télécom Paris",False,"Télécom Paris","巴黎电信学院",NULL
"Ubisoft",True,"Ubisoft","育碧公司",NULL
"UBQTLab",True,"UBQTLab","UBQTLab",NULL
"UCA Farnham and University of Brighton",False,"University for the Creative Arts Farnham and University of Brighton","创意艺术大学法纳姆校区和布莱顿大学",NULL
"UiT The Arctic University of Norway",False,"UiT The Arctic University of Norway","挪威北极大学",NULL
"Ulster University",False,"Ulster University","阿尔斯特大学",NULL
"Umeå Academy of Fine Arts",False,"Umeå Academy of Fine Arts","于默奥美术学院",NULL
"UNARTE",False,"UNARTE","罗马尼亚国立艺术大学",NULL
"Uncalculated Studio",True,"Uncalculated Studio","Uncalculated工作室",NULL
"UNESCO",True,"UNESCO","联合国教科文组织",NULL
"UNESCO, Section on Earth Sciences and Geo-Hazards Risk Reduction",True,"UNESCO, Section on Earth Sciences and Geo-Hazards Risk Reduction","联合国教科文组织地球科学与地质灾害风险减缓部",NULL
"Unitec Institute of Technology",False,"Unitec Institute of Technology","Unitec理工学院",NULL
"Univ Lyon",False,"Univ Lyon","里昂大学",NULL
"Univ. Polytechnique Hauts-de-France",False,"Univ. Polytechnique Hauts-de-France","法国上法兰西理工大学",NULL
"Universidad Austral de Chile",False,"Universidad Austral de Chile","智利南方大学",NULL
"Universidad Autónoma de Baja California",False,"Universidad Autónoma de Baja California","下加利福尼亚自治大学",NULL
"Universidad Autónoma de Madrid",False,"Universidad Autónoma de Madrid","马德里自治大学",NULL
"Universidad Autónoma de Manizales",False,"Universidad Autónoma de Manizales","马尼萨莱斯自治大学",NULL
"Universidad Autónoma Metropolitana Azcapotzalco",False,"Universidad Autónoma Metropolitana Azcapotzalco","大都会自治大学阿兹卡波特萨尔科校区",NULL
"Universidad Carlos III de Madrid",False,"Universidad Carlos III de Madrid","马德里卡洛斯三世大学",NULL
"Universidad de Alicante",False,"Universidad de Alicante","阿利坎特大学",NULL
"Universidad de Buenos Aires",False,"Universidad de Buenos Aires","布宜诺斯艾利斯大学",NULL
"Universidad de Guadalajara",False,"Universidad de Guadalajara","瓜达拉哈拉大学",NULL
"Universidad de Guanajuato",False,"Universidad de Guanajuato","瓜纳华托大学",NULL
"Universidad de Las Palmas de Gran Canaria",False,"Universidad de Las Palmas de Gran Canaria","大加那利拉斯帕尔马斯大学",NULL
"Universidad de los Andes",False,"Universidad de los Andes","安第斯大学",NULL
"Universidad de Valparaíso",False,"Universidad de Valparaíso","瓦尔帕莱索大学",NULL
"Universidad del Norte",False,"Universidad del Norte","北方大学",NULL
"Universidad EAFIT",False,"Universidad EAFIT","埃菲特大学",NULL
"Universidad Finis Terrae",False,"Universidad Finis Terrae","菲尼斯特雷大学",NULL
"Universidad Nacional de Colombia",False,"Universidad Nacional de Colombia","哥伦比亚国立大学",NULL
"Universidad Nacional de Quilmes",False,"Universidad Nacional de Quilmes","基尔梅斯国立大学",NULL
"Universidad Nacional de Tres de Febrero",False,"Universidad Nacional de Tres de Febrero","特雷斯德费布雷罗国立大学",NULL
"Universidad Politécnica de Madrid",False,"Universidad Politécnica de Madrid","马德里理工大学",NULL
"Universidad San Francisco de Quito",False,"Universidad San Francisco de Quito","基多圣弗朗西斯科大学",NULL
"Universidad Veracruzana",False,"Universidad Veracruzana","韦拉克鲁斯大学",NULL
"Universidade Católica Portuguesa",False,"Universidade Católica Portuguesa","葡萄牙天主教大学",NULL
"Universidade da Maia",False,"Universidade da Maia","迈亚大学",NULL
"Universidade de Vigo",False,"Universidade de Vigo","维戈大学",NULL
"Universidade de Évora",False,"Universidade de Évora","埃武拉大学",NULL
"Universidade do Estado de Minas Gerais",False,"Universidade do Estado de Minas Gerais","米纳斯吉拉斯州立大学",NULL
"Universidade Estadual de Campinas",False,"Universidade Estadual de Campinas","坎皮纳斯州立大学",NULL
"Universidade Europeia",False,"Universidade Europeia","欧洲大学",NULL
"Universidade Federal de Minas Gerais",False,"Universidade Federal de Minas Gerais","米纳斯吉拉斯联邦大学",NULL
"Universidade Federal de Ouro Preto",False,"Universidade Federal de Ouro Preto","乌鲁普雷图联邦大学",NULL
"Universidade Federal de Pernambuco",False,"Universidade Federal de Pernambuco","伯南布哥联邦大学",NULL
"Universidade Lusófona",False,"Universidade Lusófona","卢索佛纳大学",NULL
"Universidade Lusófona de Humanidades e Tecnologias",False,"Universidade Lusófona de Humanidades e Tecnologias","卢索佛纳人文与技术大学",NULL
"Universidade Nova de Lisboa",False,"Universidade Nova de Lisboa","里斯本新大学",NULL
"Universitas Sebelas Maret",False,"Universitas Sebelas Maret","塞贝拉斯马雷特大学",NULL
"Universitas Stikubank",False,"Universitas Stikubank","Stikubank大学",NULL
"Universitat Autònoma de Barcelona",False,"Universitat Autònoma de Barcelona","巴塞罗那自治大学",NULL
"Universitat Central de Catalunya",False,"Universitat Central de Catalunya","加泰罗尼亚中央大学",NULL
"Universitat de Lleida",False,"Universitat de Lleida","莱里达大学",NULL
"Universitat de València",False,"Universitat de València","瓦伦西亚大学",NULL
"Universitat Internacional de Catalunya",False,"Universitat Internacional de Catalunya","加泰罗尼亚国际大学",NULL
"Universitat Jaume I",False,"Universitat Jaume I","哈梅一世大学",NULL
"Universitat Oberta de Catalunya",False,"Universitat Oberta de Catalunya","加泰罗尼亚开放大学",NULL
"Universitat of Girona",False,"Universitat of Girona","赫罗纳大学",NULL
"Universitat Politècnica de Catalunya",False,"Universitat Politècnica de Catalunya","加泰罗尼亚理工大学",NULL
"Universitat Politècnica de València",False,"Universitat Politècnica de València","瓦伦西亚理工大学",NULL
"Universitat Pompeu Fabra",False,"Universitat Pompeu Fabra","庞培法布拉大学",NULL
"Universitat Rovira i Virgili",False,"Universitat Rovira i Virgili","罗维拉·维尔吉利大学",NULL
"Université Gustave Eiffel",False,"Université Gustave Eiffel","居斯塔夫·埃菲尔大学",NULL
"Universiti Malaya",False,"Universiti Malaya","马来亚大学",NULL
"Universiti Malaysia Kelantan",False,"Universiti Malaysia Kelantan","马来西亚吉兰丹大学",NULL
"Universiti Malaysia Sarawak",False,"Universiti Malaysia Sarawak","马来西亚砂拉越大学",NULL
"University at Buffalo",False,"University at Buffalo","纽约州立大学布法罗分校",NULL
"University Claude Bernard Lyon 1",False,"Claude Bernard University Lyon 1","里昂第一大学",NULL
"University College London",False,"University College London","伦敦大学学院",NULL
"University EDUCONS",False,"University EDUCONS","EDUCONS大学",NULL
"University for Continuing Education Krems",False,"University for Continuing Education Krems","克雷姆斯继续教育大学",NULL
"University for the Creative Arts",False,"University for the Creative Arts","创意艺术大学",NULL
"University Institute of Lisbon",False,"University Institute of Lisbon","里斯本大学学院",NULL
"University Library of Basel",True,"University Library of Basel","巴塞尔大学图书馆","University of Basel"
"University of Aizu",False,"University of Aizu","会津大学",NULL
"University of Alberta",False,"University of Alberta","阿尔伯塔大学",NULL
"University of Algarve",False,"University of Algarve","阿尔加维大学",NULL
"University of Amsterdam",False,"University of Amsterdam","阿姆斯特丹大学",NULL
"University of Antwerp",False,"University of Antwerp","安特卫普大学",NULL
"University of Applied Arts & Sciences Cologne",False,"University of Applied Arts & Sciences Cologne","科隆应用艺术与科学大学",NULL
"University of Applied Arts Vienna",False,"University of Applied Arts Vienna","维也纳应用艺术大学",NULL
"University of Applied Sciences and Arts Northwestern Switzerland",False,"University of Applied Sciences and Arts Northwestern Switzerland","瑞士西北应用科学与艺术大学",NULL
"University of Applied Sciences and Arts Ottersberg",False,"University of Applied Sciences and Arts Ottersberg","奥特斯贝格应用科学与艺术大学",NULL
"University of Applied Sciences Düsseldorf",False,"University of Applied Sciences Düsseldorf","杜塞尔多夫应用科技大学",NULL
"University of Applied Sciences Joanneum",False,"University of Applied Sciences Joanneum","约阿内乌姆应用科技大学",NULL
"University of Applied Sciences Mainz",False,"University of Applied Sciences Mainz","美因茨应用科技大学",NULL
"University of Applied Sciences Upper Austria",False,"University of Applied Sciences Upper Austria","上奥地利应用科技大学",NULL
"University of Arizona",False,"University of Arizona","亚利桑那大学",NULL
"University of Art and Design Linz",False,"University of Art and Design Linz","林茨艺术与设计大学",NULL
"University of Arts Linz",False,"University of Arts Linz","林茨艺术大学",NULL
"University of Athens",False,"University of Athens","雅典大学",NULL
"University of Augsburg",False,"University of Augsburg","奥格斯堡大学",NULL
"University of Aveiro",False,"University of Aveiro","阿威罗大学",NULL
"University of Barcelona",False,"University of Barcelona","巴塞罗那大学",NULL
"University of Basel",False,"University of Basel","巴塞尔大学",NULL
"University of Bath",False,"University of Bath","巴斯大学",NULL
"University of Bayreuth",False,"University of Bayreuth","拜罗伊特大学",NULL
"University of Beira Interior",False,"University of Beira Interior","贝拉内陆大学",NULL
"University of Bergen",False,"University of Bergen","卑尔根大学",NULL
"University of Bern",False,"University of Bern","伯尔尼大学",NULL
"University of Birmingham",False,"University of Birmingham","伯明翰大学",NULL
"University of Bogotá Jorge Tadeo Lozano",False,"University of Bogotá Jorge Tadeo Lozano","波哥大豪尔赫·塔德奥·洛萨诺大学",NULL
"University of Bologna",False,"University of Bologna","博洛尼亚大学",NULL
"University of Bonn",False,"University of Bonn","波恩大学",NULL
"University of Borås",False,"University of Borås","布罗斯大学",NULL
"University of Brighton",False,"University of Brighton","布莱顿大学",NULL
"University of Bristol",False,"University of Bristol","布里斯托大学",NULL
"University of British Columbia",False,"University of British Columbia","不列颠哥伦比亚大学",NULL
"University of Bucharest",False,"University of Bucharest","布加勒斯特大学",NULL
"University of Calgary",False,"University of Calgary","卡尔加里大学",NULL
"University of California",False,"University of California","加州大学",NULL
"University of California, Berkeley",False,"University of California, Berkeley","加州大学伯克利分校",NULL
"University of California, Davis",False,"University of California, Davis","加州大学戴维斯分校",NULL
"University of California, Irvine",False,"University of California, Irvine","加州大学欧文分校",NULL
"University of California, Los Angeles",False,"University of California, Los Angeles","加州大学洛杉矶分校",NULL
"University of California, San Diego",False,"University of California, San Diego","加州大学圣地亚哥分校",NULL
"University of California, Santa Barbara",False,"University of California, Santa Barbara","加州大学圣塔芭芭拉分校",NULL
"University of California, Santa Cruz",False,"University of California, Santa Cruz","加州大学圣克鲁兹分校",NULL
"University of Cambridge",False,"University of Cambridge","剑桥大学",NULL
"University of Campinas",False,"University of Campinas","坎皮纳斯大学",NULL
"University of Canberra",False,"University of Canberra","堪培拉大学",NULL
"University of Canterbury",False,"University of Canterbury","坎特伯雷大学",NULL
"University of Cape Town",False,"University of Cape Town","开普敦大学",NULL
"University of Castilla-La Mancha",False,"University of Castilla-La Mancha","卡斯蒂利亚-拉曼查大学",NULL
"University of Catania",False,"University of Catania","卡塔尼亚大学",NULL
"University of Central Florida",False,"University of Central Florida","中佛罗里达大学",NULL
"University of Central Lancashire",False,"University of Central Lancashire","中兰开夏大学",NULL
"University of Chester",False,"University of Chester","切斯特大学",NULL
"University of Chicago",False,"University of Chicago","芝加哥大学",NULL
"University of Chile",False,"University of Chile","智利大学",NULL
"University of Chinese Academy of Sciences",False,"University of Chinese Academy of Sciences","中国科学院大学",NULL
"University of Cincinnati",False,"University of Cincinnati","辛辛那提大学",NULL
"University of Coimbra",False,"University of Coimbra","科英布拉大学",NULL
"University of Colorado Boulder",False,"University of Colorado Boulder","科罗拉多大学博尔德分校",NULL
"University of Colorado Denver",False,"University of Colorado Denver","科罗拉多大学丹佛分校",NULL
"University of Copenhagen",False,"University of Copenhagen","哥本哈根大学",NULL
"University of Crete",False,"University of Crete","克里特大学",NULL
"University of Cyprus",False,"University of Cyprus","塞浦路斯大学",NULL
"University of Delaware",False,"University of Delaware","特拉华大学",NULL
"University of Design Schwäbisch Gmünd",False,"University of Design Schwäbisch Gmünd","施瓦本格明德设计大学",NULL
"University of Duisburg-Essen",False,"University of Duisburg-Essen","杜伊斯堡-埃森大学",NULL
"University of Dundee",False,"University of Dundee","邓迪大学",NULL
"University of East London",False,"University of East London","东伦敦大学",NULL
"University of Eastern Finland",False,"University of Eastern Finland","东芬兰大学",NULL
"University of Essex",False,"University of Essex","埃塞克斯大学",NULL
"University of Exeter",False,"University of Exeter","埃克塞特大学",NULL
"University of Florida",False,"University of Florida","佛罗里达大学",NULL
"University of Fortaleza",False,"University of Fortaleza","福塔雷萨大学",NULL
"University of Genoa",False,"University of Genoa","热那亚大学",NULL
"University of Gloucestershire",False,"University of Gloucestershire","格洛斯特大学",NULL
"University of Gothenburg",False,"University of Gothenburg","哥德堡大学",NULL
"University of Granada",False,"University of Granada","格拉纳达大学",NULL
"University of Greenwich",False,"University of Greenwich","格林威治大学",NULL
"University of Groningen",False,"University of Groningen","格罗宁根大学",NULL
"University of Guelph",False,"University of Guelph","圭尔夫大学",NULL
"University of Helsinki",False,"University of Helsinki","赫尔辛基大学",NULL
"University of Hertfordshire",False,"University of Hertfordshire","赫特福德大学",NULL
"University of Huddersfield",False,"University of Huddersfield","哈德斯菲尔德大学",NULL
"University of Iceland",False,"University of Iceland","冰岛大学",NULL
"University of Illinois at Chicago",False,"University of Illinois at Chicago","伊利诺伊大学芝加哥分校",NULL
"University of Illinois Urbana-Champaign",False,"University of Illinois Urbana-Champaign","伊利诺伊大学厄巴纳-香槟分校",NULL
"University of Ioannina",False,"University of Ioannina","约阿尼纳大学",NULL
"University of Jaén",False,"University of Jaén","哈恩大学",NULL
"University of Jyväskylä",False,"University of Jyväskylä","于韦斯屈莱大学",NULL
"University of Kansas",False,"University of Kansas","堪萨斯大学",NULL
"University of Kashmir",False,"University of Kashmir","克什米尔大学",NULL
"University of Kassel",False,"University of Kassel","卡塞尔大学",NULL
"University of Kent",False,"University of Kent","肯特大学",NULL
"University of Latvia",False,"University of Latvia","拉脱维亚大学",NULL
"University of Lausanne",False,"University of Lausanne","洛桑大学",NULL
"University of Leeds",False,"University of Leeds","利兹大学",NULL
"University of Leicester",False,"University of Leicester","莱斯特大学",NULL
"University of Lethbridge",False,"University of Lethbridge","莱斯布里奇大学",NULL
"University of León",False,"University of León","莱昂大学",NULL
"University of Lille",False,"University of Lille","里尔大学",NULL
"University of Lincoln",False,"University of Lincoln","林肯大学",NULL
"University of Lisbon",False,"University of Lisbon","里斯本大学",NULL
"University of Ljubljana",False,"University of Ljubljana","卢布尔雅那大学",NULL
"University of Lodz",False,"University of Lodz","罗兹大学",NULL
"University of London",False,"University of London","伦敦大学",NULL
"University of Luxembourg",False,"University of Luxembourg","卢森堡大学",NULL
"University of Macerata",False,"University of Macerata","马切拉塔大学",NULL
"University of Madeira",False,"University of Madeira","马德拉大学",NULL
"University of Maine",False,"University of Maine","缅因大学",NULL
"University of Malta",False,"University of Malta","马耳他大学",NULL
"University of Manchester",False,"University of Manchester","曼彻斯特大学",NULL
"University of Manitoba",False,"University of Manitoba","曼尼托巴大学",NULL
"University of Mannheim",False,"University of Mannheim","曼海姆大学",NULL
"University of Maryland",False,"University of Maryland","马里兰大学",NULL
"University of Maryland Baltimore County",False,"University of Maryland Baltimore County","马里兰大学巴尔的摩分校",NULL
"University of Maryland, College Park",False,"University of Maryland, College Park","马里兰大学帕克分校",NULL
"University of Massachusetts Amherst",False,"University of Massachusetts Amherst","马萨诸塞大学阿默斯特分校",NULL
"University of Miami",False,"University of Miami","迈阿密大学",NULL
"University of Michigan-Dearborn",False,"University of Michigan-Dearborn","密歇根大学迪尔伯恩分校",NULL
"University of Milan",False,"University of Milan","米兰大学",NULL
"University of Milan-Bicocca",False,"University of Milan-Bicocca","米兰比可卡大学",NULL
"University of Minho",False,"University of Minho","明霍大学",NULL
"University of Minnesota",False,"University of Minnesota","明尼苏达大学",NULL
"University of Missouri",False,"University of Missouri","密苏里大学",NULL
"University of Missouri, Kansas City",False,"University of Missouri, Kansas City","密苏里大学堪萨斯城分校",NULL
"University of Mons",False,"University of Mons","蒙斯大学",NULL
"University of Montreal",False,"University of Montreal","蒙特利尔大学",NULL
"University of Music and Performing Arts Graz",False,"University of Music and Performing Arts Graz","格拉茨音乐与表演艺术大学",NULL
"University of Málaga",False,"University of Málaga","马拉加大学",NULL
"University of Nebraska-Lincoln",False,"University of Nebraska-Lincoln","内布拉斯加大学林肯分校",NULL
"University of Nevada, Las Vegas",False,"University of Nevada, Las Vegas","内华达大学拉斯维加斯分校",NULL
"University of New Mexico",False,"University of New Mexico","新墨西哥大学",NULL
"University of New South Wales Art & Design",False,"University of New South Wales, Art & Design","新南威尔士大学艺术与设计学院",NULL
"University of Nis",False,"University of Nis","尼什大学",NULL
"University of North Carolina at Chapel Hill",False,"University of North Carolina at Chapel Hill","北卡罗来纳大学教堂山分校",NULL
"University of North Carolina at Charlotte",False,"University of North Carolina at Charlotte","北卡罗来纳大学夏洛特分校",NULL
"University of Northern Iowa",False,"University of Northern Iowa","北爱荷华大学",NULL
"University of Notre Dame",False,"University of Notre Dame","圣母大学",NULL
"University of Nottingham",False,"University of Nottingham","诺丁汉大学",NULL
"University of Nottingham Ningbo China",False,"University of Nottingham Ningbo China","中国宁波诺丁汉大学",NULL
"University of Nova Gorica",False,"University of Nova Gorica","新戈里察大学",NULL
"University of Oregon",False,"University of Oregon","俄勒冈大学",NULL
"University of Oslo",False,"University of Oslo","奥斯陆大学",NULL
"University of Otago",False,"University of Otago","奥塔哥大学",NULL
"University of Ottawa",False,"University of Ottawa","渥太华大学",NULL
"University of Oulu",False,"University of Oulu","奥卢大学",NULL
"University of Oxford",False,"University of Oxford","牛津大学",NULL
"University of Palermo",False,"University of Palermo","巴勒莫大学",NULL
"University of Passau",False,"University of Passau","帕绍大学",NULL
"University of Patras",False,"University of Patras","帕特雷大学",NULL
"University of Pavia",False,"University of Pavia","帕维亚大学",NULL
"University of Pennsylvania",False,"University of Pennsylvania","宾夕法尼亚大学",NULL
"University of Pisa",False,"University of Pisa","比萨大学",NULL
"University of Pittsburgh",False,"University of Pittsburgh","匹兹堡大学",NULL
"University of Plymouth",False,"University of Plymouth","普利茅斯大学",NULL
"University of Poitiers – ENSMA",False,"University of Poitiers – ENSMA","普瓦捷大学–ENSMA",NULL
"University of Porto",False,"University of Porto","波尔图大学",NULL
"University of Portsmouth",False,"University of Portsmouth","朴茨茅斯大学",NULL
"University of Potsdam",False,"University of Potsdam","波茨坦大学",NULL
"University of Pretoria",False,"University of Pretoria","比勒陀利亚大学",NULL
"University of Prishtina",False,"University of Prishtina","普里什蒂纳大学",NULL
"University of Rochester",False,"University of Rochester","罗切斯特大学",NULL
"University of Roehampton",False,"University of Roehampton","罗汉普顿大学",NULL
"University of Salford",False,"University of Salford","索尔福德大学",NULL
"University of Salzburg",False,"University of Salzburg","萨尔茨堡大学",NULL
"University of San Francisco",False,"University of San Francisco","旧金山大学",NULL
"University of San Marino",False,"University of San Marino","圣马力诺大学",NULL
"University of Santiago de Compostela",False,"University of Santiago de Compostela","圣地亚哥-德孔波斯特拉大学",NULL
"University of Saskatchewan",False,"University of Saskatchewan","萨斯喀彻温大学",NULL
"University of Science and Technology Beijing",False,"University of Science and Technology Beijing","北京科技大学",NULL
"University of Science and Technology of China",False,"University of Science and Technology of China","中国科学技术大学",NULL
"University of Seville",False,"University of Seville","塞维利亚大学",NULL
"University of Siegen",False,"University of Siegen","齐根大学",NULL
"University of Silesia in Katowice",False,"University of Silesia in Katowice","卡托维兹西里西亚大学",NULL
"University of South Alabama",False,"University of South Alabama","南阿拉巴马大学",NULL
"University of South Australia",False,"University of South Australia","南澳大利亚大学",NULL
"University of South Carolina",False,"University of South Carolina","南卡罗来纳大学",NULL
"University of South Wales",False,"University of South Wales","南威尔士大学",NULL
"University of Southampton",False,"University of Southampton","南安普顿大学",NULL
"University of Southern California",False,"University of Southern California","南加州大学",NULL
"University of Southern Denmark",False,"University of Southern Denmark","南丹麦大学",NULL
"University of St Andrews",False,"University of St Andrews","圣安德鲁斯大学",NULL
"University of St. Thomas",False,"University of St. Thomas","圣托马斯大学",NULL
"University of Strathclyde",False,"University of Strathclyde","思克莱德大学",NULL
"University of Stuttgart",False,"University of Stuttgart","斯图加特大学",NULL
"University of Sunderland",False,"University of Sunderland","桑德兰大学",NULL
"University of Sussex",False,"University of Sussex","萨塞克斯大学",NULL
"University of São Paulo",False,"University of São Paulo","圣保罗大学",NULL
"University of Tasmania",False,"University of Tasmania","塔斯马尼亚大学",NULL
"University of Technology Sydney",False,"University of Technology Sydney","悉尼科技大学",NULL
"University of Tennessee at Chattanooga",False,"University of Tennessee at Chattanooga","田纳西大学查塔努加分校",NULL
"University of Texas El Paso",False,"University of Texas El Paso","德克萨斯大学厄尔帕索分校",NULL
"University of Texas, Dallas",False,"University of Texas, Dallas","德州大学达拉斯分校",NULL
"University of the Aegean",False,"University of the Aegean","爱琴海大学",NULL
"University of the Arts",False,"University of the Arts","艺术大学",NULL
"University of the Arts Helsinki",False,"University of the Arts Helsinki","赫尔辛基艺术大学",NULL
"University of the Arts in Belgrade",False,"University of the Arts in Belgrade","贝尔格莱德艺术大学",NULL
"University of the Arts London",False,"University of the Arts London","伦敦艺术大学",NULL
"University of The Bahamas",False,"University of The Bahamas","巴哈马大学",NULL
"University of the Balearic Islands",False,"University of the Balearic Islands","巴利阿里群岛大学",NULL
"University of the Peloponnese",False,"University of the Peloponnese","伯罗奔尼撒大学",NULL
"University of the Philippines",False,"University of the Philippines","菲律宾大学",NULL
"University of the Sunshine Coast",False,"University of the Sunshine Coast","阳光海岸大学",NULL
"University of the West of England",False,"University of the West of England","西英格兰大学",NULL
"University of the West of England Bristol",False,"University of the West of England Bristol","西英格兰大学布里斯托分校",NULL
"University of the West of Scotland",False,"University of the West of Scotland","西苏格兰大学",NULL
"University of the Witwatersrand",False,"University of the Witwatersrand","金山大学",NULL
"University of Thessaly",False,"University of Thessaly","色萨利大学",NULL
"University of Tokyo, Graduate School of Engineering",False,"University of Tokyo, Graduate School of Engineering","东京大学工程研究科",NULL
"University of Toronto",False,"University of Toronto","多伦多大学",NULL
"University of Tours",False,"University of Tours","图尔大学",NULL
"University of Trento",False,"University of Trento","特伦托大学",NULL
"University of Tsukuba",False,"University of Tsukuba","筑波大学",NULL
"University of Turin",False,"University of Turin","都灵大学",NULL
"University of Turku",False,"University of Turku","土尔库大学",NULL
"University of Twente",False,"University of Twente","特温特大学",NULL
"University of Udine",False,"University of Udine","乌迪内大学",NULL
"University of Urbino",False,"University of Urbino","乌尔比诺大学",NULL
"University of Utah",False,"University of Utah","犹他大学",NULL
"University of Valladolid",False,"University of Valladolid","巴利亚多利德大学",NULL
"University of Victoria",False,"University of Victoria","维多利亚大学",NULL
"University of Vienna",False,"University of Vienna","维也纳大学",NULL
"University of Virginia",False,"University of Virginia","弗吉尼亚大学",NULL
"University of Waikato",False,"University of Waikato","怀卡托大学",NULL
"University of Warsaw",False,"University of Warsaw","华沙大学",NULL
"University of Warwick",False,"University of Warwick","华威大学",NULL
"University of Washington",False,"University of Washington","华盛顿大学",NULL
"University of Waterloo",False,"University of Waterloo","滑铁卢大学",NULL
"University of West Attica",False,"University of West Attica","西阿提卡大学",NULL
"University of Western Australia",False,"University of Western Australia","西澳大学",NULL
"University of Westminster",False,"University of Westminster","威斯敏斯特大学",NULL
"University of Wisconsin",False,"University of Wisconsin","威斯康星大学",NULL
"University of Wisconsin — Whitewater",False,"University of Wisconsin — Whitewater","威斯康星大学怀特沃特分校",NULL
"University of Wisconsin, Madison",False,"University of Wisconsin–Madison","威斯康星大学麦迪逊分校",NULL
"University of Wisconsin–Milwaukee",False,"University of Wisconsin–Milwaukee","威斯康星大学密尔沃基分校",NULL
"University of Wollongong",False,"University of Wollongong","卧龙岗大学",NULL
"University of Wolverhampton",False,"University of Wolverhampton","伍尔弗汉普顿大学",NULL
"University of Wyoming",False,"University of Wyoming","怀俄明大学",NULL
"University of York",False,"University of York","约克大学",NULL
"University Politehnica of Bucharest",False,"University Politehnica of Bucharest","布加勒斯特理工大学",NULL
"Università degli Studi di Ferrara",False,"University of Ferrara","费拉拉大学",NULL
"Università di Firenze",False,"Università di Firenze","佛罗伦萨大学",NULL
"Università di Padova",False,"Università di Padova","帕多瓦大学",NULL
"Università di Venezia",False,"Università di Venezia","威尼斯大学",NULL
"Università Politecnica delle Marche",False,"Università Politecnica delle Marche","马尔凯理工大学",NULL
"Universität der Künste Berlin",False,"Universität der Künste Berlin","柏林艺术大学",NULL
"Universität Hamburg",False,"Universität Hamburg","汉堡大学",NULL
"Universität Würzburg",False,"Universität Würzburg","维尔茨堡大学",NULL
"Université Bretagne Sud",False,"Université Bretagne Sud","南布列塔尼大学",NULL
"Université catholique de Louvain",False,"Université catholique de Louvain","鲁汶天主教大学",NULL
"Université d'Avignon",False,"Université d'Avignon","阿维尼翁大学",NULL
"Université de Lorraine",False,"Université de Lorraine","洛林大学",NULL
"Université de Montpellier",False,"Université de Montpellier","蒙彼利埃大学",NULL
"Université de Montréal",False,"University of Montreal","蒙特利尔大学",NULL
"Université de Nîmes",False,"Université de Nîmes","尼姆大学",NULL
"Université de Toulouse",False,"University of Toulouse","图卢兹大学",NULL
"Université du Québec à Chicoutimi",False,"Université du Québec à Chicoutimi","魁北克大学希库提米分校",NULL
"Université du Québec à Montréal",False,"Université du Québec à Montréal","魁北克大学蒙特利尔分校",NULL
